popularity,original_title,cast,runtime,genres,release_date,release_year,budget_adj,revenue_adj,profit,leading_actor
0,Seraphim Falls,Liam Neeson|Pierce Brosnan|Michael Wincott|Xander Berkeley|Ed Lauter,115,Western|Drama,2006-09-13,2006,19470044,1294008,-18176036,Liam Neeson
0,Sherrybaby,Maggie Gyllenhaal|Michelle Hurst|Sandra RodrÃ­guez|Danny Trejo|Brad William Henke,96,Drama,2006-09-08,2006,2163338,673670,-1489668,Maggie Gyllenhaal
0,Alatriste,Viggo Mortensen|Elena Anaya|Unax Ugalde|Eduard FernÃ¡ndez|Eduardo Noriega,145,Action,2006-09-01,2006,25960059,25226638,-733421,Viggo Mortensen
0,Tenacious D in The Pick of Destiny,Jack Black|Kyle Gass|Ronnie James Dio|Tim Robbins|Meat Loaf,93,Comedy|Music,2006-11-22,2006,23796721,14500418,-9296303,Jack Black
0,Man of the Year,Robin Williams|Christopher Walken|Laura Linney|Lewis Black|Jeff Goldblum,115,Comedy|Drama|Romance|Thriller,2006-10-09,2006,21633383,44605492,22972109,Robin Williams
0,The Covenant,Steven Strait|Laura Ramsey|Jessica Lucas|Taylor Kitsch|Chace Crawford,97,Action|Adventure|Fantasy|Horror|Science Fiction,2006-09-08,2006,21633383,40668024,19034641,Steven Strait
0,When a Stranger Calls,Camilla Belle|Katie Cassidy|Tommy Flanagan|Brian Geraghty|Clark Gregg,87,Horror|Thriller,2006-02-03,2006,16225037,72436124,56211087,Camilla Belle
0,Infamous,Sigourney Weaver|Toby Jones|Gwyneth Paltrow|Sandra Bullock|Isabella Rossellini,110,Drama,2006-11-16,2006,14061699,1245358,-12816341,Sigourney Weaver
0,Another Gay Movie,Michael Carbonaro|Jonah Blechman|Jonathan Chase|Mitch Morris|Ashlie Atkinson,92,Comedy|Romance,2006-04-28,2006,540834,806197,265363,Michael Carbonaro
0,Dhoom 2,Hrithik Roshan|Abhishek Bachchan|Aishwarya Rai Bachchan|Uday Chopra|Bipasha Basu,147,Drama|Action|Thriller|Crime,2006-11-24,2006,11898360,50185584,38287224,Hrithik Roshan
0,Black Christmas,Katie Cassidy|Michelle Trachtenberg|Kristen Cloke|Mary Elizabeth Winstead|Lacey Chabert,84,Horror|Thriller,2006-12-25,2006,9735022,23267624,13532602,Katie Cassidy
0,The Astronaut Farmer,Billy Bob Thornton|Virginia Madsen|Max Thieriot|Jasper Polish|Logan Polish,104,Adventure|Comedy|Drama|Science Fiction,2006-10-15,2006,14061699,12039939,-2021760,Billy Bob Thornton
0,Fido,Billy Connolly|Carrie-Anne Moss|Dylan Baker|Kesun Loder|Henry Czerny,91,Romance|Comedy|Drama|Horror,2006-09-07,2006,8653353,461033,-8192320,Billy Connolly
0,ATL,T.I.|Evan Ross|Jackie Long|Lauren London|Albert Daniels,105,Drama,2006-03-31,2006,21633383,22899545,1266162,T.I.
0,Bug,Ashley Judd|Michael Shannon|Harry Connick Jr.|Lynn Collins|BrÃ­an F. O'Byrne,102,Horror|Thriller,2006-05-19,2006,4326676,8717323,4390647,Ashley Judd
0,Lady in the Water,Paul Giamatti|Jeffrey Wright|Bob Balaban|Sarita Choudhury|Cindy Cheung,110,Drama|Thriller|Fantasy|Mystery,2006-07-21,2006,81125186,45738563,-35386623,Paul Giamatti
0,Gridiron Gang,Dwayne Johnson|Xzibit|L. Scott Caldwell|Leon Rippy|Kevin Dunn,125,Action|Adventure|Crime|Drama,2006-09-15,2006,32450074,44868557,12418483,Dwayne Johnson
0,Facing the Giants,James Blackwell|Alex Kendrick|Shannen Fields|Chris WIllis|Tracy Goode,111,Drama,2006-09-29,2006,108166,11009586,10901420,James Blackwell
0,The History Boys,Samuel Anderson|James Corden|Stephen Campbell Moore|Richard Griffiths|Frances de la Tour,109,Comedy|Drama,2006-10-02,2006,4326676,14496478,10169802,Samuel Anderson
0,The Namesake,Kal Penn|Tabu|Irrfan Khan|Sahira Nair|Jacinda Barrett,122,Drama,2006-09-02,2006,12980029,21783557,8803528,Kal Penn
0,An Inconvenient Truth,Al Gore|Billy West|Ronald Reagan|George W. Bush|George H. W. Bush,100,Documentary,2006-01-24,2006,1081669,50019626,48937957,Al Gore
0,Let's Go to Prison,Dax Shepard|Will Arnett|Chi McBride|David Koechner|Dylan Baker,84,Comedy|Crime,2006-11-17,2006,4326676,5008176,681500,Dax Shepard
0,This Is England,Thomas Turgoose|Stephen Graham|Jo Hartley|Andrew Shim|Vicky McClure,101,Drama|Crime,2006-09-12,2006,2574372,8844315,6269943,Thomas Turgoose
0,School for Scoundrels,Billy Bob Thornton|Jon Heder|Jacinda Barrett|Sarah Silverman|Michael Clarke Duncan,100,Comedy|Drama|Romance,2006-09-29,2006,21633383,19261898,-2371485,Billy Bob Thornton
0,Annapolis,James Franco|Donnie Wahlberg|Jim Parrack|Tyrese Gibson|Jordana Brewster,108,Drama,2006-01-27,2006,28123398,18925956,-9197442,James Franco
0,IndigÃ¨nes,Jamel Debbouze|Samy Naceri|Roschdy Zem|Sami Bouajila|Bernard Blancan,128,Drama|History|War,2006-05-25,2006,15684202,24839127,9154925,Jamel Debbouze
0,Flicka,Tim McGraw|Maria Bello|Armie Hammer|Alison Lohman|Ryan Kwanten,95,Drama|Family,2006-10-20,2006,16225037,22715052,6490015,Tim McGraw
0,Stay Alive,Jon Foster|Samaire Armstrong|Frankie Muniz|Jimmi Simpson|Wendell Pierce,100,Horror|Thriller,2006-03-24,2006,9735022,29318745,19583723,Jon Foster
0,The Return,Adam Scott|Kate Beahan|Sarah Michelle Gellar|Peter O'Brien|Sam Shepard,85,Drama|Thriller,2006-11-10,2006,16225037,12971391,-3253646,Adam Scott
0,Ten Canoes,Crusoe Kurddal|Jamie Gulpilil|Richard Birrinbirrin|David Gulpilil|Peter Minygululu ,90,Adventure|Comedy|Drama,2006-06-29,2006,2163338,324500,-1838838,Crusoe Kurddal
0,X-Men: The Last Stand,Hugh Jackman|Halle Berry|Ian McKellen|Patrick Stewart|Famke Janssen,104,Adventure|Action|Science Fiction|Thriller,2006-05-24,2006,227150523,253499999,26349476,Hugh Jackman
0,Who Killed the Electric Car?,Martin Sheen|Mel Gibson|Tom Hanks,92,Documentary,2006-01-23,2006,1081669,1815986,734317,Martin Sheen
0,Akeelah and the Bee,Keke Palmer|Laurence Fishburne|Angela Bassett|Curtis Armstrong|J.R. Villarreal,112,Drama,2006-04-28,2006,8653353,20495926,11842573,Keke Palmer
0,Trailer Park Boys: The Movie,John Paul Tremblay|Robb Wells|Mike Smith|Patrick Roach|Lucy Decoutere,95,Action|Comedy,2006-10-06,2006,5408345,4146586,-1261759,John Paul Tremblay
0,First Snow,Guy Pearce|Piper Perabo|Steven Michael Quezada|J.K. Simmons|Nicholas Ballas,101,Drama|Thriller,2006-05-05,2006,8653353,413486,-8239867,Guy Pearce
0,For Your Consideration,Catherine O'Hara|Harry Shearer|Parker Posey|Christopher Moynihan|John Michael Higgins,86,Comedy|Drama,2006-11-22,2006,12980029,5994637,-6985392,Catherine O'Hara
0,The Foot Fist Way,Danny McBride|Ben Best|Mary Jane Bostic|Jody Hill|Collette Wolfe,85,Comedy,2006-06-24,2006,85451,265008,179557,Danny McBride
0,Special,Michael Rapaport|Josh Peck|Robert Baker|Jack Kehler|Alexandra Holden,81,Drama|Fantasy|Science Fiction,2006-01-30,2006,1081669,7790,-1073879,Michael Rapaport
5,Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe|Rupert Grint|Emma Watson|Gary Oldman|David Thewlis,141,Adventure|Fantasy|Family,2004-05-31,2004,150077901,911786234,761708333,Daniel Radcliffe
4,Kill Bill: Vol. 2,Uma Thurman|David Carradine|Daryl Hannah|Michael Madsen|Gordon Liu Chia-Hui,136,Action|Crime|Thriller,2004-04-16,2004,34633361,175659789,141026428,Uma Thurman
3,Bridget Jones: The Edge of Reason,RenÃ©e Zellweger|Hugh Grant|Colin Firth|Jim Broadbent|Gemma Jones,108,Comedy|Romance,2004-11-10,2004,57722269,46412191,-11310078,RenÃ©e Zellweger
3,Eternal Sunshine of the Spotless Mind,Jim Carrey|Kate Winslet|Elijah Wood|Mark Ruffalo|Kirsten Dunst,108,Science Fiction|Drama|Romance,2004-03-19,2004,23088907,83418061,60329154,Jim Carrey
3,The Notebook,Rachel McAdams|Ryan Gosling|Gena Rowlands|James Garner|Sam Shepard,123,Romance|Drama,2004-06-25,2004,33478916,133457615,99978699,Rachel McAdams
3,The Incredibles,Craig T. Nelson|Holly Hunter|Samuel L. Jackson|Jason Lee|Dominique Louis,115,Action|Adventure|Animation|Family|Science Fiction,2004-11-05,2004,106208976,728965418,622756442,Craig T. Nelson
3,The Bourne Supremacy,Matt Damon|Franka Potente|Brian Cox|Julia Stiles|Karl Urban,108,Action|Drama|Thriller,2004-07-23,2004,86583404,333057748,246474344,Matt Damon
3,Troy,Brad Pitt|Orlando Bloom|Eric Bana|Brian Cox|Sean Bean,163,War|Adventure|Drama,2004-05-13,2004,202027944,574232515,372204571,Brad Pitt
2,National Treasure,Nicolas Cage|Diane Kruger|Justin Bartha|Sean Bean|Jon Voight,131,Adventure|Action|Thriller|Mystery,2004-11-19,2004,115444539,401114240,285669701,Nicolas Cage
2,"I, Robot",Will Smith|Bridget Moynahan|Alan Tudyk|James Cromwell|Bruce Greenwood,115,Action|Science Fiction,2004-07-15,2004,138533447,400863751,262330304,Will Smith
2,50 First Dates,Adam Sandler|Drew Barrymore|Rob Schneider|Sean Astin|Lusia Strus,99,Comedy|Romance,2004-02-13,2004,86583404,226828759,140245355,Adam Sandler
2,Mean Girls,Lindsay Lohan|Rachel McAdams|Tim Meadows|Ana Gasteyer|Amy Poehler,97,Comedy,2004-04-30,2004,19625571,148972948,129347377,Lindsay Lohan
2,Van Helsing,Hugh Jackman|Kate Beckinsale|Richard Roxburgh|David Wenham|Shuler Hensley,132,Horror|Adventure|Action,2004-05-05,2004,184711263,346630860,161919597,Hugh Jackman
2,Hellboy,Ron Perlman|Selma Blair|Rupert Evans|John Hurt|Jeffrey Tambor,122,Fantasy|Action|Science Fiction,2004-04-02,2004,76193396,114658347,38464951,Ron Perlman
2,The Polar Express,Tom Hanks|Michael Jeter|Eddie Deezen|Chris Coppola|Nona Gaye,100,Animation|Adventure|Family|Fantasy,2004-11-09,2004,190483490,353116829,162633339,Tom Hanks
2,Shrek 2,Mike Myers|Eddie Murphy|Cameron Diaz|Julie Andrews|Antonio Banderas,93,Adventure|Animation|Comedy|Family|Fantasy,2004-05-19,2004,173166809,1061903622,888736813,Mike Myers
2,The Butterfly Effect,Ashton Kutcher|Amy Smart|William Lee Scott|Elden Henson|Melora Walters,113,Science Fiction|Thriller,2004-01-22,2004,15007790,110897015,95889225,Ashton Kutcher
2,Resident Evil: Apocalypse,Milla Jovovich|Sienna Guillory|Oded Fehr|Thomas Kretschmann|Sophie Vavasseur,94,Horror|Action|Science Fiction,2004-09-10,2004,51950042,149379272,97429230,Milla Jovovich
2,Ocean's Twelve,George Clooney|Brad Pitt|Catherine Zeta-Jones|Julia Roberts|Andy GarcÃ­a,125,Thriller|Crime,2004-12-09,2004,126988993,418768465,291779472,George Clooney
2,Meet the Fockers,Ben Stiller|Teri Polo|Robert De Niro|Dustin Hoffman|Barbra Streisand,115,Comedy|Romance,2004-12-15,2004,92355631,596436064,504080433,Ben Stiller
2,The Day After Tomorrow,Dennis Quaid|Jake Gyllenhaal|Emmy Rossum|Dash Mihok|Jay O. Sanders,124,Action|Adventure|Science Fiction|Thriller,2004-05-26,2004,144305674,628332770,484027096,Dennis Quaid
1,The Aviator,Leonardo DiCaprio|Cate Blanchett|Kate Beckinsale|John C. Reilly|Alec Baldwin,170,Drama,2004-12-25,2004,133915666,117753430,-16162236,Leonardo DiCaprio
1,Collateral,Tom Cruise|Jamie Foxx|Jada Pinkett Smith|Mark Ruffalo|Peter Berg,120,Drama|Crime|Thriller,2004-08-04,2004,75038950,251396983,176358033,Tom Cruise
1,Shaun of the Dead,Simon Pegg|Nick Frost|Kate Ashfield|Lucy Davis|Dylan Moran,99,Horror|Comedy,2004-04-09,2004,4617781,34678837,30061056,Simon Pegg
1,Blade: Trinity,Wesley Snipes|Kris Kristofferson|Dominic Purcell|Jessica Biel|Ryan Reynolds,123,Science Fiction|Action|Horror|Thriller|Adventure,2004-12-08,2004,75038950,148814206,73775256,Wesley Snipes
1,The Terminal,Tom Hanks|Catherine Zeta-Jones|Stanley Tucci|Chi McBride|Diego Luna,128,Comedy|Drama,2004-06-17,2004,69266723,253305240,184038517,Tom Hanks
1,Lemony Snicket's A Series of Unfortunate Events,Jim Carrey|Meryl Streep|Jude Law|Emily Browning|Liam Aiken,108,Adventure|Fantasy|Comedy|Family,2004-12-16,2004,161622355,241364107,79741752,Jim Carrey
1,Million Dollar Baby,Clint Eastwood|Hilary Swank|Morgan Freeman|Jay Baruchel|Mike Colter,132,Drama,2004-12-14,2004,34633361,250241793,215608432,Clint Eastwood
1,Garfield,Bill Murray|Breckin Meyer|Jennifer Love Hewitt|Stephen Tobolowsky|Evan Arnold,80,Animation|Comedy|Family,2004-06-10,2004,57722269,231817870,174095601,Bill Murray
1,Shark Tale,Will Smith|Robert De Niro|RenÃ©e Zellweger|Jack Black|Angelina Jolie,90,Animation|Action|Comedy|Family,2004-09-20,2004,86583404,423998956,337415552,Will Smith
1,Sky Captain and the World of Tomorrow,Jude Law|Gwyneth Paltrow|Giovanni Ribisi|Angelina Jolie|Bai Ling,107,Mystery|Action|Thriller|Science Fiction|Adventure,2004-09-17,2004,80811177,66910149,-13901028,Jude Law
1,The SpongeBob SquarePants Movie,Tom Kenny|Clancy Brown|Rodger Bumpass|Bill Fagerbakke|Carolyn Lawrence,87,Animation|Comedy|Family,2004-11-14,2004,34633361,161809136,127175775,Tom Kenny
1,Crash,Sandra Bullock|Don Cheadle|Matt Dillon|Michael PeÃ±a|Jennifer Esposito,112,Drama,2004-05-28,2004,7503895,113609042,106105147,Sandra Bullock
1,Anchorman: The Legend of Ron Burgundy,Will Ferrell|Christina Applegate|Paul Rudd|David Koechner|Steve Carell,94,Comedy,2004-07-09,2004,30015580,104562954,74547374,Will Ferrell
1,13 Going On 30,Jennifer Garner|Mark Ruffalo|Judy Greer|Andy Serkis|Kathy Baker,98,Comedy|Fantasy|Romance,2004-04-13,2004,42714479,111352835,68638356,Jennifer Garner
1,Ella Enchanted,Anne Hathaway|Hugh Dancy|Cary Elwes|Aidan McArdle|Joanna Lumley,96,Fantasy|Comedy|Family|Romance,2004-04-09,2004,35787807,31618836,-4168971,Anne Hathaway
1,The Girl Next Door,Emile Hirsch|Elisha Cuthbert|Timothy Olyphant|James Remar|Chris Marquette,108,Comedy,2004-04-09,2004,28861134,35108050,6246916,Emile Hirsch
1,Finding Neverland,Johnny Depp|Kate Winslet|Julie Christie|Dustin Hoffman|Freddie Highmore,106,Drama,2004-10-17,2004,28861134,134800613,105939479,Johnny Depp
1,A Cinderella Story,Hilary Duff|Jennifer Coolidge|Chad Michael Murray|Dan Byrd|Regina King,95,Comedy,2004-07-10,2004,21934462,80889575,58955113,Hilary Duff
1,AVP: Alien vs. Predator,Sanaa Lathan|Raoul Bova|Ewen Bremner|Colin Salmon|Tommy Flanagan,101,Adventure|Science Fiction|Action,2004-08-12,2004,80811177,197622423,116811246,Sanaa Lathan
1,DodgeBall: A True Underdog Story,Vince Vaughn|Christine Taylor|Ben Stiller|Rip Torn|Justin Long,92,Comedy,2004-06-18,2004,23088907,193626249,170537342,Vince Vaughn
1,Banlieue 13,David Belle|Cyril Raffaelli|Tony D'Amario|Dany Verissimo-Petit|Bibi Naceri,84,Action|Thriller|Science Fiction,2004-11-09,2004,13853344,11064355,-2788989,David Belle
1,Alexander,Colin Farrell|Angelina Jolie|Val Kilmer|Jared Leto|Jonathan Rhys Meyers,175,War|History|Action|Adventure|Drama,2004-11-21,2004,178939036,193136628,14197592,Colin Farrell
1,Harold & Kumar Go to White Castle,John Cho|Kal Penn|Paula GarcÃ©s|Neil Patrick Harris|David Krumholtz,88,Comedy|Adventure,2004-05-30,2004,10390008,27633853,17243845,John Cho
1,Saw,Cary Elwes|Danny Glover|Monica Potter|Michael Emerson|Ken Leung,103,Horror|Mystery|Crime,2004-10-01,2004,1385334,119960348,118575014,Cary Elwes
1,Spider-Man 2,Tobey Maguire|Kirsten Dunst|James Franco|Alfred Molina|Rosemary Harris,127,Action|Adventure|Fantasy,2004-06-25,2004,230889079,904815446,673926367,Tobey Maguire
1,EuroTrip,Scott Mechlowicz|Jacob Pitts|Michelle Trachtenberg|Travis Wester|Vinnie Jones,93,Comedy,2004-02-20,2004,28861134,24008824,-4852310,Scott Mechlowicz
1,Man on Fire,Denzel Washington|Dakota Fanning|Marc Anthony|Radha Mitchell|Christopher Walken,146,Action|Drama|Thriller|Crime,2004-04-23,2004,80811177,150416978,69605801,Denzel Washington
1,Along Came Polly,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin,90,Comedy|Romance,2004-01-16,2004,48486706,198522339,150035633,Ben Stiller
1,Closer,Natalie Portman|Jude Law|Julia Roberts|Clive Owen|Colin Stinton,104,Drama|Romance,2004-12-01,2004,31170025,133344247,102174222,Natalie Portman
1,The Punisher,Thomas Jane|John Travolta|Will Patton|Roy Scheider|Laura Harring,124,Action|Crime|Drama,2004-04-15,2004,38096698,63148284,25051586,Thomas Jane
1,Catwoman,Halle Berry|Benjamin Bratt|Sharon Stone|Lambert Wilson|Frances Conroy,104,Action|Crime,2004-07-22,2004,115444539,94782713,-20661826,Halle Berry
1,9 Songs,Kieran O'Brien|Margo Stilley|The Dandy Warhols|Elbow|Franz Ferdinand,66,Drama|Music|Romance,2004-07-16,2004,1154445,383648,-770797,Kieran O'Brien
1,Dawn of the Dead,Sarah Polley|Ving Rhames|Jake Weber|Mekhi Phifer|Ty Burrell,101,Fantasy|Horror|Action,2004-03-19,2004,32324471,118164853,85840382,Sarah Polley
1,King Arthur,Clive Owen|Ioan Gruffudd|Keira Knightley|Mads Mikkelsen|Joel Edgerton,126,Adventure|War|History,2004-07-07,2004,138533447,235007976,96474529,Clive Owen
1,The Chronicles of Riddick,Vin Diesel|Christina Cox|Colm Feore|Karl Urban|Judi Dench,119,Adventure|Action|Thriller|Science Fiction,2004-06-11,2004,121216766,133653299,12436533,Vin Diesel
1,Spanglish,Adam Sandler|TÃ©a Leoni|Paz Vega|Cloris Leachman|Shelbie Bruce,130,Comedy,2004-12-17,2004,92355631,63542252,-28813379,Adam Sandler
1,Secret Window,Johnny Depp|John Turturro|Timothy Hutton|Charles S. Dutton|Len Cariou,96,Thriller|Mystery,2004-03-12,2004,46177815,107263182,61085367,Johnny Depp
1,Layer Cake,Daniel Craig|Colm Meaney|George Harris|Sally Hawkins|Kenneth Cranham,105,Drama|Thriller|Crime,2004-09-30,2004,7503895,13680425,6176530,Daniel Craig
0,After the Sunset,Pierce Brosnan|Salma Hayek|Woody Harrelson|Troy Garity|Russell Hornsby,97,Action|Comedy|Crime|Drama,2004-11-12,2004,69266723,70822682,1555959,Pierce Brosnan
0,Thunderbirds,Brady Corbet|Soren Fulton|Debora Weston|Lou Hirsch|Alex Barringer,95,Action|Adventure|Comedy|Family|Fantasy,2004-07-23,2004,65803387,32651914,-33151473,Brady Corbet
0,The Princess Diaries 2: Royal Engagement,Anne Hathaway|Julie Andrews|HÃ©ctor Elizondo|John Rhys-Davies|Heather Matarazzo,113,Comedy|Drama|Family|Romance,2004-08-06,2004,46177815,109844827,63667012,Anne Hathaway
0,The Alamo,Dennis Quaid|Billy Bob Thornton|Jason Patric|Patrick Wilson|Emilio EchevarrÃ­a,137,Western|History|War,2004-04-07,2004,167394582,29807735,-137586847,Dennis Quaid
0,Before Sunset,Ethan Hawke|Julie Delpy|Vernon Dobtcheff|Louise Lemoine TorrÃ¨s|Mariane Plasteig,80,Drama|Romance,2004-02-10,2004,3117002,18462600,15345598,Ethan Hawke
0,The Grudge,Sarah Michelle Gellar|Jason Behr|William Mapother|Clea DuVall|KaDee Strickland,92,Horror|Thriller|Mystery,2004-10-22,2004,11544453,211811410,200266957,Sarah Michelle Gellar
0,Cellular,Chris Evans|Kim Basinger|Jason Statham|Jessica Biel|William H. Macy,94,Action|Adventure|Crime|Thriller,2004-09-06,2004,28861134,65136911,36275777,Chris Evans
0,The Manchurian Candidate,Denzel Washington|Meryl Streep|Liev Schreiber|Jon Voight|Kimberly Elise,129,Drama|Thriller|Mystery,2004-07-30,2004,92355631,110949088,18593457,Denzel Washington
0,The Machinist,Christian Bale|Jennifer Jason Leigh|Aitana SÃ¡nchez-GijÃ³n|John Sharian|Michael Ironside,101,Thriller|Drama,2004-02-09,2004,5772226,9470186,3697960,Christian Bale
0,Seed of Chucky,Brad Dourif|Jennifer Tilly|Billy Boyd|Redman|Hannah Spearritt,87,Comedy|Drama|Horror,2004-11-11,2004,13853344,28664468,14811124,Brad Dourif
0,Taxi,Queen Latifah|Jimmy Fallon|Gisele BÃ¼ndchen|Henry Simmons|Jennifer Esposito,97,Thriller|Action|Comedy|Crime,2004-10-06,2004,28861134,42264206,13403072,Queen Latifah
0,Alfie,Jude Law|Marisa Tomei|Omar Epps|Jane Krakowski|RenÃ©e Taylor,103,Comedy,2004-10-22,2004,69266723,15464880,-53801843,Jude Law
0,Shall We Dance?,Richard Gere|Jennifer Lopez|Susan Sarandon|Lisa Ann Walter|Stanley Tucci,107,Drama|Romance|Comedy,2004-10-15,2004,57722269,196404018,138681749,Richard Gere
0,Jersey Girl,Ben Affleck|Raquel Castro|Liv Tyler|Jennifer Lopez|George Carlin,102,Comedy|Romance,2004-03-25,2004,40405588,41673611,1268023,Ben Affleck
0,The Stepford Wives,Nicole Kidman|Matthew Broderick|Bette Midler|Glenn Close|Christopher Walken,93,Action|Comedy|Science Fiction,2004-06-10,2004,103900085,117753430,13853345,Nicole Kidman
0,Primer,Shane Carruth|David Sullivan|Casey Gooden|Anand Upadhyaya|Carrie Crawford,79,Science Fiction|Drama|Thriller,2004-10-08,2004,8081,490362,482281,Shane Carruth
0,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,Ai Kobayashi|JÅ«rÅta Kosugi|Yuki Matsuoka|Asumi Miwa|Mami Koyama,101,Animation|Action|Science Fiction,2004-04-17,2004,11544453,1687786,-9856667,Ai Kobayashi
0,Home on the Range,Randy Quaid|Steve Buscemi|Judi Dench|Cuba Gooding Jr.|G. W. Bailey,76,Western|Animation|Family|Comedy|Music,2004-04-02,2004,126988993,120006285,-6982708,Randy Quaid
0,Hidalgo,Viggo Mortensen|Zuleikha Robinson|Omar Sharif|Adam Alexi-Malle|Louise Lombard,136,Western|Adventure,2004-03-05,2004,115444539,124799530,9354991,Viggo Mortensen
0,Fahrenheit 9/11,Michael Moore|George W. Bush|Ben Affleck|Stevie Wonder|Al Gore,122,Documentary,2004-06-25,2004,6926672,137511206,130584534,Michael Moore
0,Win a Date with Tad Hamilton!,Josh Duhamel|Kate Bosworth|Topher Grace|Nathan Lane|Sean Hayes,95,Comedy|Romance,2004-01-23,2004,19625571,19602596,-22975,Josh Duhamel
0,White Chicks,Shawn Wayans|Marlon Wayans|Jaime King|Frankie Faison|Maitland Ward,109,Comedy,2004-06-23,2004,42714479,130552160,87837681,Shawn Wayans
0,Hotel Rwanda,Don Cheadle|Sophie Okonedo|Nick Nolte|Fana Mokoena|Joaquin Phoenix,121,Drama|History|War,2004-09-11,2004,20202794,43868925,23666131,Don Cheadle
0,Walking Tall,Dwayne Johnson|Johnny Knoxville|Neal McDonough|Kristen Wilson|Cobie Smulders,86,Adventure|Drama|Action|Thriller,2004-04-02,2004,64648942,66061856,1412914,Dwayne Johnson
0,Twisted,Ashley Judd|Samuel L. Jackson|Andy GarcÃ­a|David Strathairn|Russell Wong,97,Action|Adventure|Crime|Drama|Thriller,2004-02-27,2004,57722269,29086251,-28636018,Ashley Judd
0,Open Water,Blanchard Ryan|Daniel Travis|Saul Stein|Michael E. Williamson|Christina Zenato,79,Drama|Thriller,2004-08-06,2004,150077,63111168,62961091,Blanchard Ryan
0,Team America: World Police,Trey Parker|Matt Stone|Kristen Miller|Masasa Moyo|Daran Norris,98,Music|Adventure|Animation|Action|Comedy,2004-10-11,2004,36942252,58769839,21827587,Trey Parker
